KARNATAKA,MADHYA PRADESH,{'weight': 62696}
KARNATAKA,MAHARASHTRA,{'weight': 395087}
KARNATAKA,ODISHA,{'weight': 102167}
KARNATAKA,RAJASTHAN,{'weight': 25}
KARNATAKA,TAMIL NADU,{'weight': 912721}
KARNATAKA,TRIPURA,{'weight': 214}
KARNATAKA,UTTAR PRADESH,{'weight': 160673}
KARNATAKA,WEST BENGAL,{'weight': 150334}
KARNATAKA,DELHI NCT,{'weight': 8846}
KERALA,MADHYA PRADESH,{'weight': 22766}
KERALA,MAHARASHTRA,{'weight': 115496}
KERALA,ODISHA,{'weight': 1283}
KERALA,RAJASTHAN,{'weight': 123}
KERALA,TAMIL NADU,{'weight': 293672}
KERALA,TRIPURA,{'weight': 128}
KERALA,UTTAR PRADESH,{'weight': 23219}
KERALA,WEST BENGAL,{'weight': 2794}
KERALA,DELHI NCT,{'weight': 42}
MADHYA PRADESH,MAHARASHTRA,{'weight': 1618431}
MADHYA PRADESH,ODISHA,{'weight': 27722}
MADHYA PRADESH,PUNJAB,{'weight': 7931}
MADHYA PRADESH,RAJASTHAN,{'weight': 412337}
MADHYA PRADESH,TAMIL NADU,{'weight': 38928}
MADHYA PRADESH,TRIPURA,{'weight': 560}
MADHYA PRADESH,UTTAR PRADESH,{'weight': 1469761}
MADHYA PRADESH,UTTARAKHAND,{'weight': 3162}
MADHYA PRADESH,WEST BENGAL,{'weight': 56181}
MADHYA PRADESH,DELHI NCT,{'weight': 382550}
MAHARASHTRA,ODISHA,{'weight': 326247}
MAHARASHTRA,PUNJAB,{'weight': 12438}
MAHARASHTRA,RAJASTHAN,{'weight': 566431}
MAHARASHTRA,TAMIL NADU,{'weight': 147834}
MAHARASHTRA,TRIPURA,{'weight': 152}
MAHARASHTRA,UTTAR PRADESH,{'weight': 1463867}
MAHARASHTRA,UTTARAKHAND,{'weight': 1285}
MAHARASHTRA,WEST BENGAL,{'weight': 168194}
MAHARASHTRA,DELHI NCT,{'weight': 16643}
NAGALAND,TAMIL NADU,{'weight': 3}
NAGALAND,UTTAR PRADESH,{'weight': 2}
NAGALAND,WEST BENGAL,{'weight': 7}
ODISHA,PUDUCHERRY,{'weight': 535}
ODISHA,RAJASTHAN,{'weight': 34457}
ODISHA,TAMIL NADU,{'weight': 160250}
ODISHA,TRIPURA,{'weight': 61}
ODISHA,UTTAR PRADESH,{'weight': 249171}
ODISHA,UTTARAKHAND,{'weight': 5070}
ODISHA,WEST BENGAL,{'weight': 1303716}
ODISHA,DELHI NCT,{'weight': 15032}
PUDUCHERRY,TAMIL NADU,{'weight': 33186}
PUDUCHERRY,WEST BENGAL,{'weight': 16149}
PUNJAB,RAJASTHAN,{'weight': 423507}
PUNJAB,UTTAR PRADESH,{'weight': 489617}
PUNJAB,UTTARAKHAND,{'weight': 15183}
PUNJAB,WEST BENGAL,{'weight': 30719}
PUNJAB,DELHI NCT,{'weight': 151561}
RAJASTHAN,TAMIL NADU,{'weight': 21802}
